Country Name,Country Code,Series Name,2010,2014
Equatorial Guinea,GNQ,School enrollment. secondary. male (% gross),..,..
Equatorial Guinea,GNQ,School enrollment. primary. male (% gross),82.55754089,..
Equatorial Guinea,GNQ,School enrollment. primary. female (% gross),80.55506897,..
Equatorial Guinea,GNQ,School enrollment. tertiary. female (% gross),..,..
Equatorial Guinea,GNQ,School enrollment. tertiary. male (% gross),..,..
Equatorial Guinea,GNQ,GDP per capita (current US$),22366.2939,26144.9405
Equatorial Guinea,GNQ,GDP per capita growth (annual %),-11.61816855,-3.55731929
Equatorial Guinea,GNQ,Population. female (% of total),48.68603422,48.73398832
Equatorial Guinea,GNQ,Population. total,728710,820885
Eritrea,ERI,School enrollment. secondary. female (% gross),29.71784019,..
Eritrea,ERI,School enrollment. secondary. male (% gross),38.38951874,..
Eritrea,ERI,School enrollment. primary. male (% gross),52.64654922,..
Eritrea,ERI,School enrollment. primary. female (% gross),45.07474136,..
Eritrea,ERI,School enrollment. tertiary. female (% gross),1.284039974,1.698650002
Eritrea,ERI,School enrollment. tertiary. male (% gross),3.364180088,3.417929888
Eritrea,ERI,GDP per capita (current US$),451.4266933,..
Eritrea,ERI,GDP per capita growth (annual %),0.099713281,..
Eritrea,ERI,Population. female (% of total),50.0240529,..
Eritrea,ERI,Population. total,4689664,..
Estonia,EST,School enrollment. secondary. female (% gross),105.3230591,..
Estonia,EST,School enrollment. secondary. male (% gross),105.2708511,..
Estonia,EST,School enrollment. primary. male (% gross),103.798439,..
Estonia,EST,School enrollment. primary. female (% gross),102.235321,..
Estonia,EST,School enrollment. tertiary. female (% gross),85.84674072,..
Estonia,EST,School enrollment. tertiary. male (% gross),51.62630844,..
Estonia,EST,GDP per capita (current US$),14639.4733,19941.4527
Estonia,EST,GDP per capita growth (annual %),2.492530404,3.09293609
Estonia,EST,Population. female (% of total),53.42953812,53.2471055
Estonia,EST,Population. total,1331475,1314545
Ethiopia,ETH,School enrollment. secondary. female (% gross),31.56048012,..
Ethiopia,ETH,School enrollment. secondary. male (% gross),37.9888916,..
Ethiopia,ETH,School enrollment. primary. male (% gross),95.58545685,104.3373337
Ethiopia,ETH,School enrollment. primary. female (% gross),88.28289032,95.8225708
Ethiopia,ETH,School enrollment. tertiary. female (% gross),4.407320023,5.26680994
Ethiopia,ETH,School enrollment. tertiary. male (% gross),10.24081039,10.93976021
Ethiopia,ETH,GDP per capita (current US$),341.8589562,573.5659603
Ethiopia,ETH,GDP per capita growth (annual %),9.645937259,7.549061296
Ethiopia,ETH,Population. female (% of total),50.0954914,50.08893887
Ethiopia,ETH,Population. total,87561814,96958732
Euro area,EMU,School enrollment. secondary. female (% gross),107.0588379,110.7075272
Euro area,EMU,School enrollment. secondary. male (% gross),108.7463226,112.0984268
Euro area,EMU,School enrollment. primary. male (% gross),105.5857697,103.9705734
Euro area,EMU,School enrollment. primary. female (% gross),104.6608276,103.4797897
Euro area,EMU,School enrollment. tertiary. female (% gross),71.17516327,76.29898071
Euro area,EMU,School enrollment. tertiary. male (% gross),60.41230011,65.89846039
Euro area,EMU,GDP per capita (current US$),37611.53571,39718.60729
Euro area,EMU,GDP per capita growth (annual %),1.853318155,1.190342115
Euro area,EMU,Population. female (% of total),51.12550401,51.14462638
Euro area,EMU,Population. total,336142557,338617134
Europe & Central Asia,ECS,School enrollment. secondary. female (% gross),96.80278015,105.3890076
Europe & Central Asia,ECS,School enrollment. secondary. male (% gross),98.86470795,106.5108871
Europe & Central Asia,ECS,School enrollment. primary. male (% gross),102.7757187,103.3837738
Europe & Central Asia,ECS,School enrollment. primary. female (% gross),102.0982285,103.1583481
Europe & Central Asia,ECS,School enrollment. tertiary. female (% gross),67.58809662,69.87129974
Europe & Central Asia,ECS,School enrollment. tertiary. male (% gross),55.52856064,60.46873856
Europe & Central Asia,ECS,GDP per capita (current US$),23462.88538,25928.21931
Europe & Central Asia,ECS,GDP per capita growth (annual %),2.222448801,1.249351926
Europe & Central Asia,ECS,Population. female (% of total),51.63473682,51.61644605
Europe & Central Asia,ECS,Population. total,889077523,903987814
Europe & Central Asia (excluding high income),ECA,School enrollment. secondary. female (% gross),88.86743164,97.34754944
Europe & Central Asia (excluding high income),ECA,School enrollment. secondary. male (% gross),91.70555115,99.38806152
Europe & Central Asia (excluding high income),ECA,School enrollment. primary. male (% gross),100.4477692,101.9036789
Europe & Central Asia (excluding high income),ECA,School enrollment. primary. female (% gross),99.86611176,101.687149
Europe & Central Asia (excluding high income),ECA,School enrollment. tertiary. female (% gross),62.94897842,64.53009033
Europe & Central Asia (excluding high income),ECA,School enrollment. tertiary. male (% gross),53.19919968,59.69636154
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),7651.405431,9467.957187
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),4.820541186,0.92951664
Europe & Central Asia (excluding high income),ECA,Population. female (% of total),52.27048847,52.24592523
Europe & Central Asia (excluding high income),ECA,Population. total,399121746,408984246
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. secondary. female (% gross),89.51750183,97.95697784
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. secondary. male (% gross),92.13906097,100.0536194
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. primary. male (% gross),100.2294617,101.8188324
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. primary. female (% gross),99.65289307,101.6409607
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. tertiary. female (% gross),64.93987274,66.50147247
Europe & Central Asia (IDA & IBRD countries),TEC,School enrollment. tertiary. male (% gross),53.57923126,59.38941956
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),8136.295041,9916.22281
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita growth (annual %),4.539753248,1.194512782
Europe & Central Asia (IDA & IBRD countries),TEC,Population. female (% of total),52.20792106,52.1894438
Europe & Central Asia (IDA & IBRD countries),TEC,Population. total,441582321,451234370
European Union,EUU,School enrollment. secondary. female (% gross),104.4266434,112.6944199
European Union,EUU,School enrollment. secondary. male (% gross),105.7104568,112.8883286
European Union,EUU,School enrollment. primary. male (% gross),104.5046616,104.2532578
European Union,EUU,School enrollment. primary. female (% gross),103.7032928,103.9448929
European Union,EUU,School enrollment. tertiary. female (% gross),73.20459747,74.87194824
European Union,EUU,School enrollment. tertiary. male (% gross),58.09368896,60.82588959
European Union,EUU,GDP per capita (current US$),33654.05254,36537.81392
European Union,EUU,GDP per capita growth (annual %),1.927591817,1.540415095
European Union,EUU,Population. female (% of total),51.14821938,51.14354682
European Union,EUU,Population. total,504412209,508344735
Faroe Islands,FRO,School enrollment. secondary. female (% gross),..,..
Faroe Islands,FRO,School enrollment. secondary. male (% gross),..,..
Faroe Islands,FRO,School enrollment. primary. male (% gross),..,..
Faroe Islands,FRO,School enrollment. primary. female (% gross),..,..
Faroe Islands,FRO,School enrollment. tertiary. female (% gross),..,..
Faroe Islands,FRO,School enrollment. tertiary. male (% gross),..,..
Faroe Islands,FRO,GDP per capita (current US$),47381.52276,..
Faroe Islands,FRO,GDP per capita growth (annual %),..,..
Faroe Islands,FRO,Population. female (% of total),..,..
Faroe Islands,FRO,Population. total,48567,48221
Fiji,FJI,School enrollment. secondary. female (% gross),..,..
Fiji,FJI,School enrollment. secondary. male (% gross),..,..
Fiji,FJI,School enrollment. primary. male (% gross),..,..
Fiji,FJI,School enrollment. primary. female (% gross),..,..
Fiji,FJI,School enrollment. tertiary. female (% gross),..,..
Fiji,FJI,School enrollment. tertiary. male (% gross),..,..
Fiji,FJI,GDP per capita (current US$),3651.958291,5042.371396
Fiji,FJI,GDP per capita growth (annual %),1.98516911,4.737148873
Fiji,FJI,Population. female (% of total),48.95959309,49.1090304
Fiji,FJI,Population. total,859952,886450
Finland,FIN,School enrollment. secondary. female (% gross),109.7707367,152.122757
Finland,FIN,School enrollment. secondary. male (% gross),104.8678207,139.1076202
Finland,FIN,School enrollment. primary. male (% gross),99.46322632,101.4556503
Finland,FIN,School enrollment. primary. female (% gross),98.77734375,101.39991
Finland,FIN,School enrollment. tertiary. female (% gross),103.7122574,97.19371033
Finland,FIN,School enrollment. tertiary. male (% gross),84.95654297,80.50579071
Finland,FIN,GDP per capita (current US$),46205.16601,49887.89697
Finland,FIN,GDP per capita growth (annual %),2.522229366,-1.11821281
Finland,FIN,Population. female (% of total),50.93076299,50.80568867
Finland,FIN,Population. total,5363352,5461512
Fragile and conflict affected situations,FCS,School enrollment. secondary. female (% gross),38.70877838,40.06148148
Fragile and conflict affected situations,FCS,School enrollment. secondary. male (% gross),50.15700912,50.89451981
Fragile and conflict affected situations,FCS,School enrollment. primary. male (% gross),103.0639191,106.33535
Fragile and conflict affected situations,FCS,School enrollment. primary. female (% gross),89.65029907,94.20594788
Fragile and conflict affected situations,FCS,School enrollment. tertiary. female (% gross),9.556520462,9.928230286
Fragile and conflict affected situations,FCS,School enrollment. tertiary. male (% gross),12.35437965,12.85352039
Fragile and conflict affected situations,FCS,GDP per capita (current US$),1442.585638,1707.877783
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),3.43908395,0.674415546
Fragile and conflict affected situations,FCS,Population. female (% of total),49.94328864,49.92341223
Fragile and conflict affected situations,FCS,Population. total,432225198,474395380
France,FRA,School enrollment. secondary. female (% gross),111.6638031,111.2345734
France,FRA,School enrollment. secondary. male (% gross),111.004631,110.0791168
France,FRA,School enrollment. primary. male (% gross),108.8833008,105.7292404
France,FRA,School enrollment. primary. female (% gross),107.6119614,104.9710464
France,FRA,School enrollment. tertiary. female (% gross),63.94208908,71.0006485
France,FRA,School enrollment. tertiary. male (% gross),50.55398178,57.92618942
France,FRA,GDP per capita (current US$),40705.76623,42696.77883
France,FRA,GDP per capita growth (annual %),1.463151139,-0.156175468
France,FRA,Population. female (% of total),51.27824091,51.32962553
France,FRA,Population. total,65027512,66495940
French Polynesia,PYF,School enrollment. secondary. female (% gross),..,..
French Polynesia,PYF,School enrollment. secondary. male (% gross),..,..
French Polynesia,PYF,School enrollment. primary. male (% gross),..,..
French Polynesia,PYF,School enrollment. primary. female (% gross),..,..
French Polynesia,PYF,School enrollment. tertiary. female (% gross),..,..
French Polynesia,PYF,School enrollment. tertiary. male (% gross),..,..
French Polynesia,PYF,GDP per capita (current US$),..,..
French Polynesia,PYF,GDP per capita growth (annual %),..,..
French Polynesia,PYF,Population. female (% of total),48.78331748,48.93005601
French Polynesia,PYF,Population. total,268065,279781
Gabon,GAB,School enrollment. secondary. female (% gross),..,..
Gabon,GAB,School enrollment. secondary. male (% gross),..,..
Gabon,GAB,School enrollment. primary. male (% gross),..,..
Gabon,GAB,School enrollment. primary. female (% gross),..,..
Gabon,GAB,School enrollment. tertiary. female (% gross),..,..
Gabon,GAB,School enrollment. tertiary. male (% gross),..,..
Gabon,GAB,GDP per capita (current US$),9312.049463,10772.06175
Gabon,GAB,GDP per capita growth (annual %),4.693252285,2.008008529
Gabon,GAB,Population. female (% of total),49.56548132,49.4488565
Gabon,GAB,Population. total,1541936,1687673
Gambia. The,GMB,School enrollment. secondary. female (% gross),55.97248077,..
Gambia. The,GMB,School enrollment. secondary. male (% gross),58.93534088,..
Gambia. The,GMB,School enrollment. primary. male (% gross),83.15657806,83.52272797
Gambia. The,GMB,School enrollment. primary. female (% gross),85.56674194,88.04165649
Gambia. The,GMB,School enrollment. tertiary. female (% gross),1.761229992,..
Gambia. The,GMB,School enrollment. tertiary. male (% gross),2.603399992,..
Gambia. The,GMB,GDP per capita (current US$),562.5681661,440.3703892
Gambia. The,GMB,GDP per capita growth (annual %),3.120441592,-2.330767404
Gambia. The,GMB,Population. female (% of total),50.47649087,50.49598045
Gambia. The,GMB,Population. total,1693002,1928201
Georgia,GEO,School enrollment. secondary. female (% gross),..,99.60308075
Georgia,GEO,School enrollment. secondary. male (% gross),..,99.27192688
Georgia,GEO,School enrollment. primary. male (% gross),109.2723923,116.2685394
Georgia,GEO,School enrollment. primary. female (% gross),110.6639633,117.5431519
Georgia,GEO,School enrollment. tertiary. female (% gross),32.27262878,43.69020081
Georgia,GEO,School enrollment. tertiary. male (% gross),25.63422966,34.78506088
Georgia,GEO,GDP per capita (current US$),2964.477048,4429.650075
Georgia,GEO,GDP per capita growth (annual %),7.660353509,5.9988466
Georgia,GEO,Population. female (% of total),52.52333339,52.33101036
Georgia,GEO,Population. total,3926000,3727000
Germany,DEU,School enrollment. secondary. female (% gross),101.2203674,99.51828003
Germany,DEU,School enrollment. secondary. male (% gross),106.6160889,105.1990738
Germany,DEU,School enrollment. primary. male (% gross),103.772789,103.6696777
Germany,DEU,School enrollment. primary. female (% gross),103.5985794,102.9817276
Germany,DEU,School enrollment. tertiary. female (% gross),..,63.25460815
Germany,DEU,School enrollment. tertiary. male (% gross),..,67.61180115
Germany,DEU,GDP per capita (current US$),41788.04479,47902.65288
Germany,DEU,GDP per capita growth (annual %),4.239504345,3.038370141
Germany,DEU,Population. female (% of total),51.00115177,50.88615019
Germany,DEU,Population. total,81776930,80982500
Ghana,GHA,School enrollment. secondary. female (% gross),..,64.9135437
Ghana,GHA,School enrollment. secondary. male (% gross),..,69.18756104
Ghana,GHA,School enrollment. primary. male (% gross),..,106.522583
Ghana,GHA,School enrollment. primary. female (% gross),..,106.4022827
Ghana,GHA,School enrollment. tertiary. female (% gross),..,12.42047024
Ghana,GHA,School enrollment. tertiary. male (% gross),..,18.60445023
Ghana,GHA,GDP per capita (current US$),1323.099141,1441.636453
Ghana,GHA,GDP per capita growth (annual %),5.21721461,1.570610426
Ghana,GHA,Population. female (% of total),50.51119483,50.3122009
Ghana,GHA,Population. total,24317734,26786598
Gibraltar,GIB,School enrollment. secondary. female (% gross),..,..
Gibraltar,GIB,School enrollment. secondary. male (% gross),..,..
Gibraltar,GIB,School enrollment. primary. male (% gross),..,..
Gibraltar,GIB,School enrollment. primary. female (% gross),..,..
Gibraltar,GIB,School enrollment. tertiary. female (% gross),..,..
Gibraltar,GIB,School enrollment. tertiary. male (% gross),..,..
Gibraltar,GIB,GDP per capita (current US$),..,..
Gibraltar,GIB,GDP per capita growth (annual %),..,..
Gibraltar,GIB,Population. female (% of total),..,..
Gibraltar,GIB,Population. total,30732,31997
Greece,GRC,School enrollment. secondary. female (% gross),101.5270386,..
Greece,GRC,School enrollment. secondary. male (% gross),108.2990875,..
Greece,GRC,School enrollment. primary. male (% gross),101.1577301,..
Greece,GRC,School enrollment. primary. female (% gross),99.31323242,..
Greece,GRC,School enrollment. tertiary. female (% gross),104.9373322,..
Greece,GRC,School enrollment. tertiary. male (% gross),100.6282806,..
Greece,GRC,GDP per capita (current US$),26919.36164,21673.78107
Greece,GRC,GDP per capita growth (annual %),-5.600777667,1.023544213
Greece,GRC,Population. female (% of total),50.94052709,51.16163158
Greece,GRC,Population. total,11121341,10892413
Greenland,GRL,School enrollment. secondary. female (% gross),..,..
Greenland,GRL,School enrollment. secondary. male (% gross),..,..
Greenland,GRL,School enrollment. primary. male (% gross),..,..
Greenland,GRL,School enrollment. primary. female (% gross),..,..
Greenland,GRL,School enrollment. tertiary. female (% gross),..,..
Greenland,GRL,School enrollment. tertiary. male (% gross),..,..
Greenland,GRL,GDP per capita (current US$),40193.66603,43364.88285
Greenland,GRL,GDP per capita growth (annual %),..,..
Greenland,GRL,Population. female (% of total),..,..
Greenland,GRL,Population. total,56905,56295
Grenada,GRD,School enrollment. secondary. female (% gross),109.3850479,100.5079422
Grenada,GRD,School enrollment. secondary. male (% gross),106.2418671,101.176712
Grenada,GRD,School enrollment. primary. male (% gross),105.1331406,103.9568863
Grenada,GRD,School enrollment. primary. female (% gross),101.5332184,102.2528381
Grenada,GRD,School enrollment. tertiary. female (% gross),..,..
Grenada,GRD,School enrollment. tertiary. male (% gross),..,..
Grenada,GRD,GDP per capita (current US$),7365.666659,8570.663396
Grenada,GRD,GDP per capita growth (annual %),-0.871481497,6.905534463
Grenada,GRD,Population. female (% of total),50.04060109,49.87446991
Grenada,GRD,Population. total,104677,106349
Guam,GUM,School enrollment. secondary. female (% gross),..,..
Guam,GUM,School enrollment. secondary. male (% gross),..,..
Guam,GUM,School enrollment. primary. male (% gross),..,..
Guam,GUM,School enrollment. primary. female (% gross),..,..
Guam,GUM,School enrollment. tertiary. female (% gross),..,..
Guam,GUM,School enrollment. tertiary. male (% gross),..,..
Guam,GUM,GDP per capita (current US$),..,..
Guam,GUM,GDP per capita growth (annual %),..,..
Guam,GUM,Population. female (% of total),49.18276468,49.26973971
Guam,GUM,Population. total,159440,167543
Guatemala,GTM,School enrollment. secondary. female (% gross),61.01969147,61.50231171
Guatemala,GTM,School enrollment. secondary. male (% gross),65.22173309,65.50940704
Guatemala,GTM,School enrollment. primary. male (% gross),118.7343597,105.5241394
Guatemala,GTM,School enrollment. primary. female (% gross),115.2274017,101.5921402
Guatemala,GTM,School enrollment. tertiary. female (% gross),..,..
Guatemala,GTM,School enrollment. tertiary. male (% gross),..,..
Guatemala,GTM,GDP per capita (current US$),2805.973937,3666.579838
Guatemala,GTM,GDP per capita growth (annual %),0.67535926,2.062123333
Guatemala,GTM,Population. female (% of total),51.14777698,51.10187672
Guatemala,GTM,Population. total,14732261,16015494
Guinea,GIN,School enrollment. secondary. female (% gross),..,30.69157028
Guinea,GIN,School enrollment. secondary. male (% gross),..,46.79014969
Guinea,GIN,School enrollment. primary. male (% gross),92.61277771,98.58599854
Guinea,GIN,School enrollment. primary. female (% gross),76.36428833,83.79663849
Guinea,GIN,School enrollment. tertiary. female (% gross),5.077420235,6.679959774
Guinea,GIN,School enrollment. tertiary. male (% gross),15.36402988,14.93550968
Guinea,GIN,GDP per capita (current US$),430.0564739,539.615775
Guinea,GIN,GDP per capita growth (annual %),-0.809590513,-2.272865867
Guinea,GIN,Population. female (% of total),49.94259202,49.8734759
Guinea,GIN,Population. total,11012406,12275527
Guinea-Bissau,GNB,School enrollment. secondary. female (% gross),..,..
Guinea-Bissau,GNB,School enrollment. secondary. male (% gross),..,..
Guinea-Bissau,GNB,School enrollment. primary. male (% gross),117.5230179,..
Guinea-Bissau,GNB,School enrollment. primary. female (% gross),109.7931366,..
Guinea-Bissau,GNB,School enrollment. tertiary. female (% gross),..,..
Guinea-Bissau,GNB,School enrollment. tertiary. male (% gross),..,..
Guinea-Bissau,GNB,GDP per capita (current US$),517.8891758,615.9396826
Guinea-Bissau,GNB,GDP per capita growth (annual %),2.044128352,0.070824049
Guinea-Bissau,GNB,Population. female (% of total),50.3626248,50.36081383
Guinea-Bissau,GNB,Population. total,1634196,1800513
Guyana,GUY,School enrollment. secondary. female (% gross),88.6319809,..
Guyana,GUY,School enrollment. secondary. male (% gross),88.65286255,..
Guyana,GUY,School enrollment. primary. male (% gross),87.04116058,..
Guyana,GUY,School enrollment. primary. female (% gross),83.684021,..
Guyana,GUY,School enrollment. tertiary. female (% gross),18.92756081,..
Guyana,GUY,School enrollment. tertiary. male (% gross),7.45870018,..
Guyana,GUY,GDP per capita (current US$),2998.941274,4028.163991
Guyana,GUY,GDP per capita growth (annual %),4.008864049,3.452136991
Guyana,GUY,Population. female (% of total),50.06278522,49.79768109
Guyana,GUY,Population. total,753362,763893
Haiti,HTI,School enrollment. secondary. female (% gross),..,..
Haiti,HTI,School enrollment. secondary. male (% gross),..,..
Haiti,HTI,School enrollment. primary. male (% gross),..,..
Haiti,HTI,School enrollment. primary. female (% gross),..,..
Haiti,HTI,School enrollment. tertiary. female (% gross),..,..
Haiti,HTI,School enrollment. tertiary. male (% gross),..,..
Haiti,HTI,GDP per capita (current US$),662.2793812,831.5905217
Haiti,HTI,GDP per capita growth (annual %),-6.883852602,1.42795984
Haiti,HTI,Population. female (% of total),50.56631669,50.54348602
Haiti,HTI,Population. total,9999617,10572029
Heavily indebted poor countries (HIPC),HPC,School enrollment. secondary. female (% gross),31.74291992,35.62104034
Heavily indebted poor countries (HIPC),HPC,School enrollment. secondary. male (% gross),41.68959045,44.04618835
Heavily indebted poor countries (HIPC),HPC,School enrollment. primary. male (% gross),103.2420731,105.3160934
Heavily indebted poor countries (HIPC),HPC,School enrollment. primary. female (% gross),94.75601959,98.08049774
Heavily indebted poor countries (HIPC),HPC,School enrollment. tertiary. female (% gross),5.378550053,6.23304987
Heavily indebted poor countries (HIPC),HPC,School enrollment. tertiary. male (% gross),8.806799889,9.999380112
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),736.7731151,911.8378585
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),2.799265485,2.613384777
Heavily indebted poor countries (HIPC),HPC,Population. female (% of total),50.14720652,50.09189597
Heavily indebted poor countries (HIPC),HPC,Population. total,628333588,701714118
High income,HIC,School enrollment. secondary. female (% gross),100.5136337,106.0613174
High income,HIC,School enrollment. secondary. male (% gross),101.1104813,106.4499283
High income,HIC,School enrollment. primary. male (% gross),102.6393814,102.5735168
High income,HIC,School enrollment. primary. female (% gross),101.948967,102.154892
High income,HIC,School enrollment. tertiary. female (% gross),81.37184906,81.37928009
High income,HIC,School enrollment. tertiary. male (% gross),65.08889771,66.47292328
High income,HIC,GDP per capita (current US$),39007.9883,42411.67153
High income,HIC,GDP per capita growth (annual %),2.319387726,1.376571928
High income,HIC,Population. female (% of total),50.41613435,50.32475619
High income,HIC,Population. total,1154477199,1180597445
Honduras,HND,School enrollment. secondary. female (% gross),79.99339294,73.73294067
Honduras,HND,School enrollment. secondary. male (% gross),65.47451019,63.18817902
Honduras,HND,School enrollment. primary. male (% gross),116.8328323,110.2272415
Honduras,HND,School enrollment. primary. female (% gross),116.3236008,108.0323105
Honduras,HND,School enrollment. tertiary. female (% gross),22.00731087,24.38990974
Honduras,HND,School enrollment. tertiary. male (% gross),19.31701088,18.04080963
Honduras,HND,GDP per capita (current US$),2096.202949,2434.280046
Honduras,HND,GDP per capita growth (annual %),2.06155817,1.627035281
Honduras,HND,Population. female (% of total),50.01140078,50.01715718
Honduras,HND,Population. total,7503875,7961680
Hong Kong SAR. China,HKG,School enrollment. secondary. female (% gross),87.61673737,98.61489105
Hong Kong SAR. China,HKG,School enrollment. secondary. male (% gross),88.40276337,102.5349579
Hong Kong SAR. China,HKG,School enrollment. primary. male (% gross),..,111.6576691
Hong Kong SAR. China,HKG,School enrollment. primary. female (% gross),..,110.3488388
Hong Kong SAR. China,HKG,School enrollment. tertiary. female (% gross),58.11334991,73.76381683
Hong Kong SAR. China,HKG,School enrollment. tertiary. male (% gross),58.87284088,64.00663757
Hong Kong SAR. China,HKG,GDP per capita (current US$),32549.99823,40215.48965
Hong Kong SAR. China,HKG,GDP per capita growth (annual %),5.986440008,1.913419219
Hong Kong SAR. China,HKG,Population. female (% of total),53.08869433,53.07919654
Hong Kong SAR. China,HKG,Population. total,7024200,7241700
Hungary,HUN,School enrollment. secondary. female (% gross),99.11557007,107.1066818
Hungary,HUN,School enrollment. secondary. male (% gross),100.7152328,106.8680725
Hungary,HUN,School enrollment. primary. male (% gross),102.5606613,102.0783386
Hungary,HUN,School enrollment. primary. female (% gross),101.5780716,100.9148865
Hungary,HUN,School enrollment. tertiary. female (% gross),69.67089081,60.03271866
Hungary,HUN,School enrollment. tertiary. male (% gross),51.44417191,46.63442993
Hungary,HUN,GDP per capita (current US$),13025.7948,14117.97668
Hungary,HUN,GDP per capita growth (annual %),0.904899695,4.32798042
Hungary,HUN,Population. female (% of total),52.50089544,52.42428869
Hungary,HUN,Population. total,10000023,9866468
IBRD only,IBD,School enrollment. secondary. female (% gross),76.42388153,83.29762268
IBRD only,IBD,School enrollment. secondary. male (% gross),77.17262268,81.68801117
IBRD only,IBD,School enrollment. primary. male (% gross),109.8218079,106.2825775
IBRD only,IBD,School enrollment. primary. female (% gross),109.0820465,108.5948868
IBRD only,IBD,School enrollment. tertiary. female (% gross),29.50919914,38.95494843
IBRD only,IBD,School enrollment. tertiary. male (% gross),27.70062065,34.57487869
IBRD only,IBD,GDP per capita (current US$),4580.091314,5979.654432
IBRD only,IBD,GDP per capita growth (annual %),6.45565691,3.10762824
IBRD only,IBD,Population. female (% of total),49.2566365,49.25493107
IBRD only,IBD,Population. total,4305816336,4480656590
Iceland,ISL,School enrollment. secondary. female (% gross),110.3535004,..
Iceland,ISL,School enrollment. secondary. male (% gross),108.2769394,..
Iceland,ISL,School enrollment. primary. male (% gross),98.3731308,..
Iceland,ISL,School enrollment. primary. female (% gross),99.01473999,..
Iceland,ISL,School enrollment. tertiary. female (% gross),101.3181229,..
Iceland,ISL,School enrollment. tertiary. male (% gross),56.22975922,..
Iceland,ISL,GDP per capita (current US$),41620.06745,52036.73181
Iceland,ISL,GDP per capita growth (annual %),-3.44982972,0.700112085
Iceland,ISL,Population. female (% of total),49.69595211,49.87840571
Iceland,ISL,Population. total,318041,327386
IDA & IBRD total,IBT,School enrollment. secondary. female (% gross),65.65673065,70.53569031
IDA & IBRD total,IBT,School enrollment. secondary. male (% gross),68.4474411,71.74449158
IDA & IBRD total,IBT,School enrollment. primary. male (% gross),107.1755829,105.3171768
IDA & IBRD total,IBT,School enrollment. primary. female (% gross),104.0715179,104.3807297
IDA & IBRD total,IBT,School enrollment. tertiary. female (% gross),24.00530052,30.49592018
IDA & IBRD total,IBT,School enrollment. tertiary. male (% gross),23.53384018,28.3676796
IDA & IBRD total,IBT,GDP per capita (current US$),3685.608289,4776.817288
IDA & IBRD total,IBT,GDP per capita growth (annual %),6.022404751,2.898327655
IDA & IBRD total,IBT,Population. female (% of total),49.41936728,49.41819302
IDA & IBRD total,IBT,Population. total,5793949021,6104461024
IDA blend,IDB,School enrollment. secondary. female (% gross),46.29402924,48.4829483
IDA blend,IDB,School enrollment. secondary. male (% gross),52.1701088,54.45381165
IDA blend,IDB,School enrollment. primary. male (% gross),98.20902252,98.26139069
IDA blend,IDB,School enrollment. primary. female (% gross),88.90281677,89.73020172
IDA blend,IDB,School enrollment. tertiary. female (% gross),11.80661964,14.29448032
IDA blend,IDB,School enrollment. tertiary. male (% gross),13.08638,14.9582901
IDA blend,IDB,GDP per capita (current US$),1610.664419,2228.480152
IDA blend,IDB,GDP per capita growth (annual %),3.920375098,3.74675024
IDA blend,IDB,Population. female (% of total),49.50630805,49.48751608
IDA blend,IDB,Population. total,528772010,573991143
IDA only,IDX,School enrollment. secondary. female (% gross),38.70138931,42.94255066
IDA only,IDX,School enrollment. secondary. male (% gross),45.23881149,48.52024841
IDA only,IDX,School enrollment. primary. male (% gross),103.9597626,106.0716934
IDA only,IDX,School enrollment. primary. female (% gross),97.82649231,100.6600723
IDA only,IDX,School enrollment. tertiary. female (% gross),6.804450035,7.773159981
IDA only,IDX,School enrollment. tertiary. male (% gross),10.29685974,11.21111965
IDA only,IDX,GDP per capita (current US$),812.0619168,1032.902342
IDA only,IDX,GDP per capita growth (annual %),3.796555256,3.154465456
IDA only,IDX,Population. female (% of total),50.10185532,50.07827123
IDA only,IDX,Population. total,959360675,1049813291
IDA total,IDA,School enrollment. secondary. female (% gross),41.44564056,44.85086823
IDA total,IDA,School enrollment. secondary. male (% gross),47.79378128,50.60734177
IDA total,IDA,School enrollment. primary. male (% gross),102.1363907,103.5851898
IDA total,IDA,School enrollment. primary. female (% gross),95.05641937,97.25678253
IDA total,IDA,School enrollment. tertiary. female (% gross),8.641519547,10.09370995
IDA total,IDA,School enrollment. tertiary. male (% gross),11.34393978,12.57242966
IDA total,IDA,GDP per capita (current US$),1099.421371,1462.542368
IDA total,IDA,GDP per capita growth (annual %),3.821482387,3.436417271
IDA total,IDA,Population. female (% of total),49.89025149,49.86922346
IDA total,IDA,Population. total,1488132685,1623804434
India,IND,School enrollment. secondary. female (% gross),60.85322952,..
India,IND,School enrollment. secondary. male (% gross),65.49198151,..
India,IND,School enrollment. primary. male (% gross),108.1333618,..
